,date,tweet,likeCount,Bank,User,Subjectivity,Polarity,Analysis,cleaned_words
4175,2023-05-03 10:22:51+00:00,for all the wahala zenith bank can actually help you save moneythink about it,1,Zenith Bank,OseeMatthew,0.1,0.0,Neutral,wahala zenith bank actually help save moneythink
4176,2023-05-03 10:14:05+00:00,i am very sure that  staff wont be going around with their id,0,Zenith Bank,iam_rawlings,1.0,0.65,Positive,sure staff wont going around id
4178,2023-05-03 09:15:19+00:00,zenith bank please credit me,0,Zenith Bank,egbuji_emilia,0.0,0.0,Neutral,zenith bank please credit
4181,2023-05-03 08:53:37+00:00,hehehehehe zenith bank will make all of us wash plate today,0,Zenith Bank,vanessastreats_,0.0,0.0,Neutral,hehehehehe zenith bank us wash plate today
4182,2023-05-03 08:47:51+00:00,ive lost confidence in zenith bank,3,Zenith Bank,shady_gaz,0.0,0.0,Neutral,ive lost confidence zenith bank
4183,2023-05-03 08:42:50+00:00,lets all close down our zenith bank accounts,1,Zenith Bank,vanessastreats_,0.2888888888888889,-0.15555555555555559,Negative,lets close zenith bank accounts
4185,2023-05-03 07:35:33+00:00,but the money they remove is too much but okthanks for replying me,0,Zenith Bank,becky_special,0.2,0.2,Positive,money remove much okthanks replying
4186,2023-05-03 07:03:21+00:00,why are u guys not replying me dm its urgent,0,Zenith Bank,Mazi_Qudi,0.0,0.0,Neutral,guys replying dm urgent
4188,2023-05-03 05:45:31+00:00,please i need this like oxygen right nowsamuel bonneyzenith bankthanks alot,0,Zenith Bank,SamuelB48606070,0.5357142857142857,0.2857142857142857,Positive,please need like oxygen right nowsamuel bonneyzenith bankthanks alot
4189,2023-05-02 18:45:59+00:00,thieves this tweet is for  not you,0,Zenith Bank,KanuChinasa,0.0,0.0,Neutral,thieves tweet
4190,2023-05-02 18:24:32+00:00,yes ooo it will even pass till next month i will be glad if i can be the winner omole muritala zenith bank  thanks,2,Zenith Bank,muritala_omole,0.39999999999999997,0.2333333333333333,Positive,yes ooo even pass till next month glad winner omole muritala zenith bank thanks
4192,2023-05-02 12:16:20+00:00,just for you to issue atm card to your customers is an issue that you could hold people under a poor condition how and when has issuance of atm card which we pay for at intervals become a thing of suffering customers this is sad,3,Zenith Bank,BernardAGYE,0.8,-0.45,Negative,issue atm card customers issue could hold people poor condition issuance atm card pay intervals become thing suffering customers sad
4193,2023-05-02 10:00:15+00:00,and its me that twitter blocked for suggesting to someone to go and suck on a lollipop,0,Zenith Bank,PrinceSomorin,0.0,0.0,Neutral,twitter blocked suggesting someone suck lollipop
4194,2023-05-02 09:58:34+00:00,and someone will do just that,0,Zenith Bank,PrinceSomorin,0.0,0.0,Neutral,someone
4195,2023-05-02 09:49:25+00:00,which makes everyone behave responsibly,0,Zenith Bank,PrinceSomorin,0.55,0.2,Positive,makes everyone behave responsibly
4196,2023-05-02 09:33:33+00:00,the american in me wont let them getaway with it,0,Zenith Bank,PrinceSomorin,0.0,0.0,Neutral,american wont let getaway
4197,2023-05-02 09:27:14+00:00,this one is a low level scammer,0,Zenith Bank,PrinceSomorin,0.3,0.0,Neutral,low level scammer
4199,2023-05-02 09:15:27+00:00,i write to bring to your notice that zenith bank has refused to refund my money that was debited from my account on  of march i have done all what was asked of me and still yet zenith bank has refused to refund my moneythis is my acct no,1,Zenith Bank,Kingofkg2626,0.0,0.0,Neutral,write bring notice zenith bank refused refund money debited account march done asked still yet zenith bank refused refund moneythis acct
4200,2023-05-02 08:29:22+00:00,looking forward to your favorable response sirlasisi moruf olanrewajuzenith bank,0,Zenith Bank,Morufazeez11,0.0,0.0,Neutral,looking forward favorable response sirlasisi moruf olanrewajuzenith bank
4201,2023-05-02 05:37:55+00:00,scammerswho get una time,0,Zenith Bank,IzekweJoshua,0.0,0.0,Neutral,scammerswho get una time
4202,2023-05-01 23:46:44+00:00,pls how do i access my bvn details,0,Zenith Bank,baghlaph,0.0,0.0,Neutral,pls access bvn details
4204,2023-05-01 23:34:48+00:00,me oozenith bank,0,Zenith Bank,MorrisonKufre,0.0,0.0,Neutral,oozenith bank
4205,2023-05-01 23:02:27+00:00,zenith bank almighty pull to my aza,0,Zenith Bank,OtunbaOG,0.0,0.0,Neutral,zenith bank almighty pull aza
4206,2023-05-01 22:44:25+00:00,she a banker at zenith bank now idan,1,Zenith Bank,Jayswiz_,0.0,0.0,Neutral,banker zenith bank idan
4207,2023-05-01 21:26:11+00:00,i initiated a transaction today with my opay physical card in a zenith bank atm they debited me but never gave me any cash and it was recorded that the transaction was successfulthis is a daylight rubbery and i need my money back,0,Zenith Bank,IzekweJoshua,0.07142857142857142,0.0,Neutral,initiated transaction today opay physical card zenith bank atm debited never gave cash recorded transaction successfulthis daylight rubbery need money back
4208,2023-05-01 20:46:12+00:00,please don baba j help me with k to add to my surgery biko zenith bank,0,Zenith Bank,TaliaConcept,0.0,0.0,Neutral,please baba j help k add surgery biko zenith bank
4209,2023-05-01 18:37:41+00:00,what the meaning of this daylight fraud i was debited but the machine didnt dispense any cash to meyou guys should pls refund my money pls,0,Zenith Bank,IzekweJoshua,0.0,0.0,Neutral,meaning daylight fraud debited machine didnt dispense cash meyou guys pls refund money pls
4210,2023-05-01 15:23:44+00:00,i already told you that if you dont reverse my money ill drag you till eternity  i dont care how it will make you feel  thieves,0,Zenith Bank,kohzyCoco,0.5354166666666667,-0.3,Negative,already told reverse money ill drag till eternity care feel thieves
4211,2023-05-01 15:22:36+00:00,just because of end of month deductions you end up deducting a whole k all fit sms charge  shey you people are mad nii k for sms charge even when you charge me for it every damn time i run a transaction  daylight thieves,0,Zenith Bank,kohzyCoco,0.6,-0.008333333333333304,Negative,end month deductions end deducting whole k fit sms charge shey people mad nii k sms charge even charge every damn time run transaction daylight thieves
4212,2023-05-01 14:46:06+00:00,hello  and  i may payment for flight ticket i have not received the travel details or the fund reversed to my bank account kindly treat as urgentacctdtamisw web prchsmaxairdr amtref,0,Zenith Bank,Brezzybone1,0.9,0.6,Positive,hello may payment flight ticket received travel details fund reversed bank account kindly treat urgentacctdtamisw web prchsmaxairdr amtref
4213,2023-05-01 11:06:11+00:00,i was charged  for five times making it  for trying to recharge dstv following a glitch in your app  merchant even had the mercy to reverse the money back to your bank but you have refused to return my money since januaryi demand for a reversal,0,Zenith Bank,SifonClement,0.05,0.0,Neutral,charged five times making trying recharge dstv following glitch app merchant even mercy reverse money back bank refused return money since januaryi demand reversal
4214,2023-05-01 09:04:05+00:00,i have just for some weeks and i have never received anything from you sirlasisi moruf olanrewajuzenith bank,0,Zenith Bank,Morufazeez11,0.0,0.0,Neutral,weeks never received anything sirlasisi moruf olanrewajuzenith bank
4216,2023-05-01 07:11:23+00:00,all the zenith bank cards yesterday getting rejected at the pos machine lmfao the pos kept saying please confiscate card lmfao zenith out her fully embarrassing people,1,Zenith Bank,ChefDO_,0.0,0.0,Neutral,zenith bank cards yesterday getting rejected pos machine lmfao pos kept saying please confiscate card lmfao zenith fully embarrassing people
4217,2023-05-01 03:55:18+00:00,pls man help a fan rent is due and cant be able to raise it bro if u see this come to my aid plszenithbanklentapwa jimmy,0,Zenith Bank,jimmy_lentos,0.5,0.1875,Positive,pls man help fan rent due able raise bro come aid plszenithbanklentapwa jimmy
4218,2023-04-30 23:48:06+00:00,please i buy credit to my phone from zenith bank and the money was wildrawn from my account and is not reflected in my phone i cant see credit and the money didnt come back to my account the phone number  please help me out,0,Zenith Bank,OladeleFapohun2,0.0,0.0,Neutral,please buy credit phone zenith bank money wildrawn account reflected phone credit money didnt come back account phone number please help
4219,2023-04-30 23:01:04+00:00,done  zenith bank,0,Zenith Bank,karufi_taluta,0.0,0.0,Neutral,done zenith bank
4220,2023-04-30 22:57:59+00:00,thanks boss zenith bank,0,Zenith Bank,DavidAp14022014,0.2,0.2,Positive,thanks boss zenith bank
4221,2023-04-30 18:42:42+00:00,this is not funny now  i made complaint about taking money from my account this morning just to sleep and wake up youve deducted another again,0,Zenith Bank,kohzyCoco,0.6,-0.2125,Negative,funny made complaint taking money account morning sleep wake youve deducted another
4222,2023-04-30 18:42:04+00:00,why are you deducting money that has already been taken since days ago  whats going on,0,Zenith Bank,kohzyCoco,0.0,0.0,Neutral,deducting money already taken since days ago whats going
4223,2023-04-30 18:37:49+00:00,what are you deducting money for  and youre not attaching debit alert on my mobile bank for me to know what the money is for neither are you sending me emails  just blindly deducting money from my account,0,Zenith Bank,kohzyCoco,0.6666666666666666,-0.5,Negative,deducting money youre attaching debit alert mobile bank money neither sending emails blindly deducting money account
4224,2023-04-30 18:33:59+00:00,which kind daylight rubbery are you people doing to me  deducting money at every instance from my account,0,Zenith Bank,kohzyCoco,0.9,0.6,Positive,kind daylight rubbery people deducting money every instance account
4225,2023-04-30 17:46:48+00:00,bae babe im almost out of  data please send me airtime to subme oh babe im sorry but zenith bank has started that thing they do that the app wont openbae sends screenshot of her zenith bank appme,0,Zenith Bank,Thareallife2,1.0,-0.5,Negative,bae babe almost data please send airtime subme oh babe sorry zenith bank started thing app wont openbae sends screenshot zenith bank appme
4226,2023-04-30 17:02:24+00:00,the praetorium companyzenith bank plc,0,Zenith Bank,Thepraetorium1,0.0,0.0,Neutral,praetorium companyzenith bank plc
4230,2023-04-30 14:02:13+00:00,only difference is you rise through the police ranks which is why i didnt appreciate you coas comparison too you rise through the ranks and reach the stage to be appointed not just taking a random zenith bank ceo and appointing,0,Zenith Bank,interimburner,0.75,-0.25,Negative,difference rise police ranks didnt appreciate coas comparison rise ranks reach stage appointed taking random zenith bank ceo appointing
4231,2023-04-30 10:42:56+00:00,whick kind nonsense bank is this u remove  for sms notification charge and also another  for electricityhe be like say u want ur bank to get destroy again u better return my moneythey just spoil person money money way i won used do something,0,Zenith Bank,becky_special,0.4666666666666666,0.3,Positive,whick kind nonsense bank remove sms notification charge also another electricityhe like say want ur bank get destroy better return moneythey spoil person money money way used something
4232,2023-04-30 10:34:17+00:00,please what is the difference between this two charges ussd charge and electronic money transfer levy i use other banks and i dont get this kind of charges,0,Zenith Bank,Davelongz,0.6375,0.2375,Positive,please difference two charges ussd charge electronic money transfer levy use banks get kind charges
4233,2023-04-30 08:24:44+00:00,find error message below n twice its becoming too much that why i have to escalate now because ive lost little amounts like this whenever i dont excalate umunna obinna roy,0,Zenith Bank,obinna_roy,0.5166666666666667,0.15416666666666667,Positive,find error message n twice becoming much escalate ive lost little amounts like whenever excalate umunna obinna roy
4234,2023-04-30 08:12:35+00:00,saying its for th of this month again howfa now    funny enough it will take you come say system malfunction  its not fair,0,Zenith Bank,kohzyCoco,0.7999999999999999,-0.033333333333333326,Negative,saying th month howfa funny enough take come say system malfunction fair
4235,2023-04-30 08:11:21+00:00,why e be say una go de comot money thinking the customers wont know why  i bought something on the th and i made payment which the money was deducted from my account  now im waking up to the same exact amount this morning being deducted from my account again,0,Zenith Bank,kohzyCoco,0.1875,0.125,Positive,e say una de comot money thinking customers wont bought something th made payment money deducted account waking exact amount morning deducted account
4238,2023-04-29 21:23:48+00:00,stephen ebihor im here in peace  zenith bank,0,Zenith Bank,EbihorStephen,0.0,0.0,Neutral,stephen ebihor peace zenith bank
4239,2023-04-29 18:37:09+00:00,zenith bankbisiriyu kolawolelove you brother i hope i will be lucky thanks,0,Zenith Bank,BisiriyuKolawo6,0.5166666666666667,0.26666666666666666,Positive,zenith bankbisiriyu kolawolelove brother hope lucky thanks
4240,2023-04-29 17:20:28+00:00,good evening  it been over two weeks seen i have been complaining about two debit error but nothing has happened since then,0,Zenith Bank,EricAbraham12,0.6000000000000001,0.7,Positive,good evening two weeks seen complaining two debit error nothing happened since
4243,2023-04-29 13:10:37+00:00,how  keeps deducting bank charges from my accountafter last month naira then this month naira you people should look into and do refund,1,Zenith Bank,ugwu1999,0.06666666666666667,0.0,Neutral,keeps deducting bank charges accountafter last month naira month naira people look refund
4245,2023-04-29 10:17:08+00:00,it is very bad that i have tried to make a transfer akk day and it keep saying my request cant be processed what if it was a state of emergencyur service is very terrible and i am disgruntled,0,Zenith Bank,kingausmis,0.9333333333333333,-0.9549999999999998,Negative,bad tried transfer akk day keep saying request processed state emergencyur service terrible disgruntled
4247,2023-04-29 01:20:37+00:00,omo boss show your boy love na i don dey follow u up since  i dey drop aza bosszenith bank,0,Zenith Bank,junioreey38,0.6,0.5,Positive,omo boss show boy love dey follow since dey drop aza bosszenith bank
4249,2023-04-28 21:10:41+00:00,oritsebawo caullette owarume zenith bank,0,Zenith Bank,BawoCollette,0.0,0.0,Neutral,oritsebawo caullette owarume zenith bank
4251,2023-04-28 21:02:33+00:00,kindly speak to zenith bank to resolve the issues with their e channels too many failed transactions without reversals,0,Zenith Bank,uwayemen86,0.5666666666666667,0.20000000000000004,Positive,kindly speak zenith bank resolve issues e channels many failed transactions without reversals
4253,2023-04-28 16:01:45+00:00,so i want to call for help to help her as any amount would go a long way below is her account details and her phone number for verification rukayat favour umaru zenith bank  this is her contact if you want to verify,0,Zenith Bank,dada_boy44,0.4,-0.05,Negative,want call help help amount would long way account details phone number verification rukayat favour umaru zenith bank contact want verify
4254,2023-04-28 15:41:09+00:00,is this information from zenith bank,0,Zenith Bank,ImaikopEwang,0.0,0.0,Neutral,information zenith bank
4255,2023-04-28 11:48:05+00:00,you sent this same whatsapp link to one of ur customers immediately information was released his account was emptied on approaching your branch it was vehemently denied to have come from zenith bank what is going on in zenith bank,0,Zenith Bank,ImaikopEwang,0.0625,0.0,Neutral,sent whatsapp link ur customers immediately information released account emptied approaching branch vehemently denied come zenith bank going zenith bank
4256,2023-04-28 10:12:40+00:00,you must be mad how come you are not verified thief,0,Zenith Bank,RxYulan_,1.0,-0.625,Negative,must mad come verified thief
4257,2023-04-28 09:13:01+00:00,get a job boda,0,Zenith Bank,PharookMuhammad,0.0,0.0,Neutral,get job boda
4258,2023-04-28 08:57:07+00:00,its been over hrs since this failed transaction and still havent gotten a refund yet i have reported and filled a form at a nearby branch in lokoja and still nothing this is money that was to be paid for good supplied and now i cant take delivery two days later,0,Zenith Bank,PharookMuhammad,0.45,0.15,Positive,hrs since failed transaction still havent gotten refund yet reported filled form nearby branch lokoja still nothing money paid good supplied take delivery two days later
4259,2023-04-28 08:36:25+00:00,in your dms as usual o since ziva wont work for me and you wont reply my mails at least answer abeg,0,Zenith Bank,fish_of_web3,0.325,-0.275,Negative,dms usual since ziva wont work wont reply mails least answer abeg
4260,2023-04-28 07:25:24+00:00,what is happening in    where money in the customer account is being removed after being instructed by their customer care services through their tweeter handle on what to do,0,Zenith Bank,ImaikopEwang,0.0,0.0,Neutral,happening money customer account removed instructed customer care services tweeter handle
4261,2023-04-28 06:35:08+00:00,my refunds since march hasnt been reversed after lodging complains my acct number  is yet to be credited after i have been debited twice at a fuel station i tried buying fuel i also lodged a complain with your customer service at obanikoro branch,0,Zenith Bank,YalapeW,0.0,0.0,Neutral,refunds since march hasnt reversed lodging complains acct number yet credited debited twice fuel station tried buying fuel also lodged complain customer service obanikoro branch
4265,2023-04-27 12:38:38+00:00,as you support me na so god  go dey bless you madam blessing  zenith bank,1,Zenith Bank,EbihorStephen,0.0,0.0,Neutral,support god dey bless madam blessing zenith bank
4266,2023-04-27 12:17:34+00:00,zenith bank more blessings sir,0,Zenith Bank,Oluwake_tk,0.5,0.5,Positive,zenith bank blessings sir
4269,2023-04-27 09:13:00+00:00,hours praying in the holy ghost get ready for it  hours of activations impartation revival and fresh fire  april  rccg the new house b adebisi omotola close behind zenith bank hq  victoria island lagos,5,Zenith Bank,rccgthenewhouse,0.5386363636363636,0.05909090909090908,Positive,hours praying holy ghost get ready hours activations impartation revival fresh fire april rccg new house b adebisi omotola close behind zenith bank hq victoria island lagos
4270,2023-04-27 06:56:56+00:00,shop c  square plaza pepple street beside zenith bank computer village ikeja lagos whatsapp we delivered nationwide distant is not a problem,0,Zenith Bank,AdeTechGadgets,0.35,-0.1,Negative,shop c square plaza pepple street beside zenith bank computer village ikeja lagos whatsapp delivered nationwide distant problem
4271,2023-04-27 05:54:30+00:00,refund me my money,0,Zenith Bank,kelvinbernald4u,0.0,0.0,Neutral,refund money
4275,2023-04-26 22:11:58+00:00,i got electricity and i am yet to get my code,0,Zenith Bank,Oluwamezie,0.0,0.0,Neutral,got electricity yet get code
4276,2023-04-26 21:49:54+00:00,really displayed in zenith bank car park this evening,0,Zenith Bank,a_adekoye,0.2,0.2,Positive,really displayed zenith bank car park evening
4277,2023-04-26 21:03:53+00:00,i won ooo,0,Zenith Bank,OyedemiDamilar1,0.0,0.0,Neutral,ooo
4279,2023-04-26 17:16:35+00:00,why have the commercial banks in nigeria not ever told her customers that there a form called pod for owners of accounts in their banks for their heir to inherit their account and it belongings after their death,0,Zenith Bank,DerekJinga01,0.0,0.0,Neutral,commercial banks nigeria ever told customers form called pod owners accounts banks heir inherit account belongings death
4281,2023-04-26 15:39:09+00:00,please refund my money it a month plus now,0,Zenith Bank,kelvinbernald4u,0.0,0.0,Neutral,please refund money month plus
4282,2023-04-26 15:35:37+00:00,these big banks are now turning to apc with customers money  has decided that i will always enter their dm to rectify every single transaction i do now your bank supports apc whose govt has chased ur tech guys to other countries kindly reverse my small money,0,Zenith Bank,ucheinspires,0.39785714285714285,0.030714285714285715,Positive,big banks turning apc customers money decided always enter dm rectify every single transaction bank supports apc whose govt chased ur tech guys countries kindly reverse small money
4283,2023-04-26 15:32:26+00:00,draw,0,Zenith Bank,eemmyyoung,0.0,0.0,Neutral,draw
4284,2023-04-26 15:29:06+00:00,marchester city  arsenal,0,Zenith Bank,KafiyaE,0.0,0.0,Neutral,marchester city arsenal
4285,2023-04-26 15:26:51+00:00,man city  arsenal,0,Zenith Bank,Oceanicglobal10,0.0,0.0,Neutral,man city arsenal
4286,2023-04-26 15:25:31+00:00,manchester united  arsenal,0,Zenith Bank,bellobappa92,0.0,0.0,Neutral,manchester united arsenal
4288,2023-04-26 15:05:26+00:00,city  arsenal,0,Zenith Bank,seth00091,0.0,0.0,Neutral,city arsenal
4289,2023-04-26 14:53:06+00:00,mancity   arsenal,1,Zenith Bank,sucrefashions,0.0,0.0,Neutral,mancity arsenal
4291,2023-04-26 13:51:37+00:00,dem never pay oooo i still dey wait for alert,0,Zenith Bank,Okochekete1,0.0,0.0,Neutral,dem never pay oooo still dey wait alert
4293,2023-04-26 13:11:23+00:00,i sued them m for damages but the court granted a total sum of one million naira,0,Zenith Bank,Okochekete1,0.75,0.0,Neutral,sued damages court granted total sum million naira
4294,2023-04-26 09:59:37+00:00,this bank will not be the end of mei have reported that i have issues and you are not working on it i almost miss my online class cause of data,0,Zenith Bank,thelordskid0,0.0,0.0,Neutral,bank end mei reported issues working almost miss online class cause data
4295,2023-04-26 08:13:06+00:00,i just bought airtime of naira for my zoom classes and it has not reflected,0,Zenith Bank,thelordskid0,0.0,0.0,Neutral,bought airtime naira zoom classes reflected
4297,2023-04-25 22:53:46+00:00,muhammad alameenzenith bankgod bless ma,0,Zenith Bank,muhamma57747109,0.0,0.0,Neutral,muhammad alameenzenith bankgod bless
4299,2023-04-25 21:54:53+00:00,they are scammers pls dont fill anything,1,Zenith Bank,Newton39308042,0.0,0.0,Neutral,scammers pls fill anything
4300,2023-04-25 18:39:34+00:00,zenith bank plc  a bank i have been using for more than years  had refuse to reply my email nor acknowledge it  may be bcos the money  withdrew from my account  does not affect zenith bank plc,0,Zenith Bank,POLYMATHS18,0.5,0.5,Positive,zenith bank plc bank using years refuse reply email acknowledge may bcos money withdrew account affect zenith bank plc
4301,2023-04-25 16:24:42+00:00,i wan to speak to an agent of yours pls link me now you guys cant steal my money after all the ones youve been stealing no way again,0,Zenith Bank,iamDandemi,0.15000000000000002,-0.2,Negative,wan speak agent pls link guys steal money ones youve stealing way
4303,2023-04-25 14:47:31+00:00,are thieves they denying me my money they wan chop am barawo reverse am abeg,0,Zenith Bank,iamDandemi,0.15000000000000002,-0.2,Negative,thieves denying money wan chop barawo reverse abeg
4304,2023-04-25 13:47:21+00:00,k zenith bank  mary joe angel,0,Zenith Bank,MaryJoe52278919,0.0,0.0,Neutral,k zenith bank mary joe angel
4305,2023-04-25 13:10:32+00:00,please i need school feeszenith bankinyene sam,0,Zenith Bank,DESAYA18,0.0,0.0,Neutral,please need school feeszenith bankinyene sam
4306,2023-04-25 12:48:15+00:00,i will buy food stuff sirplease pick mezenith bankevaristus,0,Zenith Bank,luckystyle0,0.0,0.0,Neutral,buy food stuff sirplease pick mezenith bankevaristus
4307,2023-04-25 12:15:08+00:00,pick meplease pick mezenith bankevaristus,0,Zenith Bank,luckystyle0,0.0,0.0,Neutral,pick meplease pick mezenith bankevaristus
4310,2023-04-25 10:15:54+00:00,lasisi moruf olanrewajuzenith banklooking forward to your favorable response sir,0,Zenith Bank,Morufazeez11,0.0,0.0,Neutral,lasisi moruf olanrewajuzenith banklooking forward favorable response sir
4311,2023-04-25 08:54:13+00:00,zenith banki wish this was true,0,Zenith Bank,KingKen08541427,0.65,0.35,Positive,zenith banki wish true
4313,2023-04-25 08:00:09+00:00,zenith bankchigozie peter havent received seen day  feel so sad to quite but  tried it again,0,Zenith Bank,Iamchizzypee,1.0,-0.5,Negative,zenith bankchigozie peter havent received seen day feel sad quite tried
4314,2023-04-25 07:38:42+00:00,sir i have been trying for some timelasisi moruf olanrewajuzenith bank,0,Zenith Bank,Morufazeez11,0.0,0.0,Neutral,sir trying timelasisi moruf olanrewajuzenith bank
4315,2023-04-25 07:14:00+00:00,these complaints against  are becoming very regular my fears are growing,0,Zenith Bank,Bederic_Obinna,0.47500000000000003,0.225,Positive,complaints becoming regular fears growing
4317,2023-04-25 04:55:26+00:00,you people are holding my money i need my refund this is over three weeks with failed promises and trust,0,Zenith Bank,xtanleey,0.3,-0.5,Negative,people holding money need refund three weeks failed promises trust
4318,2023-04-24 21:49:08+00:00,muhammad alameenzenith bank,0,Zenith Bank,muhamma57747109,0.0,0.0,Neutral,muhammad alameenzenith bank
4319,2023-04-24 20:54:59+00:00,zenith bankhope i am not late,0,Zenith Bank,AkinbohunTemit1,0.6,0.15,Positive,zenith bankhope late
4321,2023-04-24 18:33:29+00:00,ugwu gregory ozenith bankpls remember me sir,0,Zenith Bank,GregObinna1,0.0,0.0,Neutral,ugwu gregory ozenith bankpls remember sir
4323,2023-04-24 18:12:03+00:00,baba god place me in this givers hrt zenith bank oyii gentle,0,Zenith Bank,GentleOyii,0.8,0.2,Positive,baba god place givers hrt zenith bank oyii gentle
4324,2023-04-24 16:40:43+00:00,zenith bank pls credit me any amount sir,0,Zenith Bank,GentleOyii,0.0,0.0,Neutral,zenith bank pls credit amount sir
4325,2023-04-24 13:47:37+00:00,boss i will simply use the money pay for tutorialsam currently trying to register in an architectural design class sir michael anigbogu zenith bank  this so important for my future sir please be a part of it,1,Zenith Bank,brown_jnr12,0.4705357142857143,0.1,Positive,boss simply use money pay tutorialsam currently trying register architectural design class sir michael anigbogu zenith bank important future sir please part
4326,2023-04-24 13:45:36+00:00,boss i will simply use the money pay for tutorialsam currently trying to register in an architectural design class sir michael anigbogu zenith bank,1,Zenith Bank,brown_jnr12,0.37857142857142856,0.0,Neutral,boss simply use money pay tutorialsam currently trying register architectural design class sir michael anigbogu zenith bank
4328,2023-04-24 13:04:11+00:00,boss abeg look my way michael anigbogu zenith bank,0,Zenith Bank,brown_jnr12,0.0,0.0,Neutral,boss abeg look way michael anigbogu zenith bank
4332,2023-04-24 12:26:42+00:00,boss more wins to you please remember your boy  michael anigbogu zenith bank,0,Zenith Bank,brown_jnr12,0.35,0.4,Positive,boss wins please remember boy michael anigbogu zenith bank
4334,2023-04-24 10:33:52+00:00,i have been following you for a long time boss  michael anigbogu zenith bank,0,Zenith Bank,brown_jnr12,0.25,-0.025,Negative,following long time boss michael anigbogu zenith bank
4338,2023-04-24 10:19:29+00:00,boss k is very much ok for me sir it will solve my problems today sir every just dey somehow now abeg   michael anigbogu zenith bank  i am always active boss,0,Zenith Bank,brown_jnr12,0.55,0.18333333333333335,Positive,boss k much ok sir solve problems today sir every dey somehow abeg michael anigbogu zenith bank always active boss
4,2023-05-29 23:23:29+00:00,kudamuch love boss,0,Kuda bank,olly_show1,0.6,0.5,Positive,kudamuch love boss
6,2023-05-29 23:11:08+00:00,please remember me bro in the midst of so many commentthank youkuda,0,Kuda bank,Obi1ofAmandugba,0.5,0.5,Positive,please remember bro midst many commentthank youkuda
8,2023-05-29 22:59:16+00:00,done kudai want to use this to buy drugs sir,2,Kuda bank,valstrings,0.0,0.0,Neutral,done kudai want use buy drugs sir
11,2023-05-29 22:29:45+00:00,na person wey get money for kuda and bank apps dey suffer,0,Kuda bank,emini_alabama,0.0,0.0,Neutral,person wey get money kuda bank apps dey suffer
12,2023-05-29 22:24:49+00:00,kuda account ojetunde olufemi sunday thanks,1,Kuda bank,OjetundeOlufemi,0.2,0.2,Positive,kuda account ojetunde olufemi sunday thanks
15,2023-05-29 22:23:10+00:00,kuda mfbabeg boss no amount is small,1,Kuda bank,Rosco_Alaji,0.4,-0.25,Negative,kuda mfbabeg boss amount small
19,2023-05-29 22:17:09+00:00,i shall know one day i will be the lucky one to receive the giveaway kuda ajayi oluwaseun taofeek,0,Kuda bank,MuhammadTao,0.8333333333333334,0.3333333333333333,Positive,shall day lucky receive giveaway kuda ajayi oluwaseun taofeek
22,2023-05-29 22:13:52+00:00,kuda bank olalekan davidif am takenthank u and if am not thank u,0,Kuda bank,HollalekhanD,0.0,0.0,Neutral,kuda bank olalekan davidif takenthank thank
27,2023-05-29 21:55:38+00:00,kuda bankdavid edemeka i have neva won ur giveaway  i pray i win todays own  thanks,0,Kuda bank,David54539933,0.5333333333333333,0.5333333333333333,Positive,kuda bankdavid edemeka neva ur giveaway pray win todays thanks
29,2023-05-29 21:41:25+00:00,anything will do bosskuda thanks,0,Kuda bank,Olawaleeeee,0.2,0.2,Positive,anything bosskuda thanks
30,2023-05-29 21:40:17+00:00,anything will do bosskuda,0,Kuda bank,Olawaleeeee,0.0,0.0,Neutral,anything bosskuda
31,2023-05-29 21:37:46+00:00,kuda mfbblessing o,0,Kuda bank,BLEXNGS,0.0,0.0,Neutral,kuda mfbblessing
32,2023-05-29 21:33:41+00:00,kudathanks boss i really need something to survive for the week bossgod bless,0,Kuda bank,horluwasegun42,0.2,0.2,Positive,kudathanks boss really need something survive week bossgod bless
33,2023-05-29 21:33:40+00:00,wetin kuda dey do this night,14,Kuda bank,fumzeeygold,0.0,0.0,Neutral,wetin kuda dey night
34,2023-05-29 21:33:24+00:00,more wins bosskuda,0,Kuda bank,IamSinach,0.35,0.4,Positive,wins bosskuda
35,2023-05-29 21:33:06+00:00,credit your namesakekuda mfb blessingo,0,Kuda bank,BLEXNGS,0.0,0.0,Neutral,credit namesakekuda mfb blessingo
36,2023-05-29 21:32:05+00:00,im here boss   kuda incase im selected,1,Kuda bank,Kora506,0.0,0.0,Neutral,boss kuda incase selected
37,2023-05-29 21:31:44+00:00,kuda boss see me please  itll go a long way,0,Kuda bank,Dicey_706,0.4,-0.05,Negative,kuda boss please itll long way
38,2023-05-29 21:31:39+00:00,im here againplease remember me in your random pick  kuda  thanks a lot as you bless many i pray my data doesnt fail me,1,Kuda bank,Sammygyan9,0.375,-0.075,Negative,againplease remember random pick kuda thanks lot bless many pray data doesnt fail
39,2023-05-29 21:31:24+00:00,hmmall on godanever chop am before yet we move on godkuda,0,Kuda bank,Emperor_Willy,0.0,0.0,Neutral,hmmall godanever chop yet move godkuda
41,2023-05-29 21:30:58+00:00,please remember me in your random pick  kuda  thanks a lot as you bless many,0,Kuda bank,Sammygyan9,0.39999999999999997,0.06666666666666667,Positive,please remember random pick kuda thanks lot bless many
42,2023-05-29 21:30:32+00:00,kuda bank i no say you no fit see me but my story go change one day,1,Kuda bank,MOlablack,0.4,-0.2,Negative,kuda bank say fit story change day
